title,production_budget,domestic_gross_x,worldwide_gross,studio,genre_ids,original_language,popularity,vote_average,vote_count,date,Year,Month
Mi Amigo Hugo,,,,,[99],pt,0.6,1.7,3.0,2014-03-05,2014.0,3.0
2101,,,,,"[28, 12, 878]",en,0.6,1.5,5.0,2014-02-23,2014.0,2.0
Pizza Girl Massacre,,,,,"[27, 35]",en,0.6,1.5,2.0,2014-10-27,2014.0,10.0
Straight Men and the Men Who Love Them 3,,,,,[],en,0.6,1.5,2.0,2014-02-25,2014.0,2.0
A Night at the Movies: George Lucas & The World of Fantasy Cinema,,,,,[99],en,0.6,1.3,2.0,2014-11-25,2014.0,11.0
The Documentary of Ozbo,,,,,[],en,0.6,1.0,1.0,2014-12-13,2014.0,12.0
Christmas Wedding Baby,,,,,[],en,0.6,1.0,1.0,2014-12-08,2014.0,12.0
Hoodslam: The Accidental Phenomenon,,,,,[99],en,0.6,1.0,1.0,2014-11-20,2014.0,11.0
Asphalt Angels,,,,,"[28, 53]",en,0.6,1.0,1.0,2014-07-10,2014.0,7.0
Revenge of the Spacemen,,,,,"[878, 35, 27]",en,0.6,1.0,1.0,2014-10-04,2014.0,10.0
The Mothman Curse,,,,,[],en,0.6,1.0,1.0,2014-01-01,2014.0,1.0
Bee Sting,,,,,[],en,0.6,1.0,1.0,2014-10-10,2014.0,10.0
Spyfall,,,,,[],en,0.6,1.0,1.0,2014-08-27,2014.0,8.0
Let There Be Zombies,,,,,[],en,0.6,1.0,1.0,2014-05-25,2014.0,5.0
New Blood Rising,,,,,[],en,0.6,1.0,3.0,2014-02-18,2014.0,2.0
Gilgamesh,,,,,"[27, 18, 14]",en,0.6,1.0,1.0,2014-11-20,2014.0,11.0
The Sickness of Lucius Frost,,,,,[],en,0.6,1.0,1.0,2014-10-26,2014.0,10.0
Hi-8 (Horror Independent 8),,,,,[],en,0.6,1.0,1.0,2014-12-16,2014.0,12.0
Ralphie May: Filthy Animal Tour,,,,,[35],en,0.6,1.0,1.0,2014-08-19,2014.0,8.0
UnFair: Exposing the IRS,,,,,[99],en,0.6,1.0,1.0,2014-10-14,2014.0,10.0
We the People,,,,,"[36, 99]",en,0.6,1.0,1.0,2014-01-06,2014.0,1.0
A Dark Place Inside,,,,,[],en,0.6,1.0,2.0,2014-02-28,2014.0,2.0
Witches Blood,,,,,[27],en,0.6,1.0,1.0,2014-04-26,2014.0,4.0
Raw Cut,,,,,[],en,0.6,1.0,1.0,2014-08-01,2014.0,8.0
Haunted Trailer,,,,,"[35, 27]",en,0.6,1.0,1.0,2014-07-22,2014.0,7.0
Bloodmarsh Krackoon,,,,,"[35, 27]",en,0.6,1.0,1.0,2014-05-20,2014.0,5.0
Leninland,,,,,[99],ru,0.6,1.0,1.0,2014-05-19,2014.0,5.0
Soldier Girl,,,,,"[18, 80, 53]",en,0.6,1.0,1.0,2014-10-02,2014.0,10.0
I Was Bitten: The Walker County Incident,,,,,"[10770, 99]",en,0.6,0.5,1.0,2014-05-22,2014.0,5.0
Air,,,,,"[878, 12, 18]",en,0.6,0.5,1.0,2014-06-05,2014.0,6.0
Let the Lion Roar,,,,,[36],en,0.6,0.5,1.0,2014-09-19,2014.0,9.0
Path of Terror,,,,,[27],en,0.6,0.5,2.0,2014-11-14,2014.0,11.0
There's No Place Like Utopia,,,,,[99],en,0.6,0.5,1.0,2014-07-18,2014.0,7.0
Maker,,,,,[99],en,0.6,0.5,2.0,2014-06-24,2014.0,6.0
Menthol,,,,,[18],en,0.6,0.5,2.0,2014-04-20,2014.0,4.0
Good Kids,,,,,"[80, 18]",en,0.6,0.5,2.0,2014-01-15,2014.0,1.0
Butch Walker:  Out of Focus,,,,,"[99, 10402]",en,0.6,0.0,1.0,2014-08-05,2014.0,8.0
Summer Snow,,,,,[],en,0.6,0.0,1.0,2014-07-25,2014.0,7.0
Terminator Genisys,,,,,"[878, 28, 53, 12]",en,31.11,5.9,5309.0,2015-07-01,2015.0,7.0
Insurgent,,,,,"[28, 12, 878, 53]",en,25.456,6.3,6771.0,2015-03-20,2015.0,3.0
Insidious: Chapter 3,,,,,"[18, 27, 53]",en,19.859,6.2,1886.0,2015-06-05,2015.0,6.0
Self/less,,,,,"[878, 9648, 53]",en,19.131,6.3,1815.0,2015-07-10,2015.0,7.0
The Man from U.N.C.L.E.,,,,,"[35, 28, 12]",en,18.956,7.1,3525.0,2015-08-14,2015.0,8.0
The Human Centipede 3 (Final Sequence),,,,,[27],en,15.02,3.7,317.0,2015-05-22,2015.0,5.0
Asterix: The Mansions of the Gods,,,,,"[16, 35, 12, 10751]",fr,14.943,6.8,704.0,2015-01-02,2015.0,1.0
Descendants,,,,,"[10770, 12, 28, 35, 10751]",en,14.749,6.8,1090.0,2015-07-31,2015.0,7.0
Playing It Cool,,,,,"[35, 10749]",en,14.344,5.9,426.0,2015-02-13,2015.0,2.0
Tracers,,,,,"[28, 80, 18]",en,14.055,5.9,675.0,2015-03-20,2015.0,3.0
Dude Bro Party Massacre III,,,,,"[27, 35]",en,13.267,5.9,38.0,2015-06-13,2015.0,6.0
Outcast,,,,,[28],en,12.581,4.7,223.0,2015-02-27,2015.0,2.0
The Scorpion King: Quest for Power,,,,,"[28, 14, 12]",en,12.569,4.6,86.0,2015-01-21,2015.0,1.0
Last Knights,,,,,"[28, 12]",en,12.334,6.3,531.0,2015-04-03,2015.0,4.0
I Spit on Your Grave III: Vengeance is Mine,,,,,"[27, 53]",en,12.171,5.3,390.0,2015-10-09,2015.0,10.0
Justice League: Throne of Atlantis,,,,,"[878, 28, 16, 12]",en,12.137,6.7,404.0,2015-01-27,2015.0,1.0
Tinker Bell and the Legend of the NeverBeast,,,,,"[12, 16, 10751]",en,11.487,6.8,486.0,2015-03-03,2015.0,3.0
Dragonheart 3: The Sorcerer's Curse,,,,,"[28, 12, 14]",en,10.675,4.8,124.0,2015-02-24,2015.0,2.0
The Blackcoat's Daughter,,,,,"[27, 53]",en,10.153,5.7,254.0,2017-03-31,2017.0,3.0
I Am Dragon,,,,,[14],ru,10.039,6.7,133.0,2015-12-04,2015.0,12.0
Lupin the Third vs. Detective Conan: The Movie,,,,,"[28, 80, 9648, 16]",ja,9.898,6.7,76.0,2015-10-27,2015.0,10.0
The Man with the Iron Fists 2,,,,,[28],en,9.87,4.9,90.0,2015-04-14,2015.0,4.0
Frozen Fever,,,,,"[12, 16, 10751]",en,9.777,6.8,1057.0,2015-03-13,2015.0,3.0
Teen Beach 2,,,,,"[10770, 10751, 35, 14]",en,9.607,6.4,279.0,2015-06-26,2015.0,6.0
Justice League: Gods and Monsters,,,,,"[28, 16, 14]",en,9.57,6.8,247.0,2015-07-28,2015.0,7.0
Going Clear: Scientology and the Prison of Belief,,,,,[99],en,9.557,7.8,479.0,2015-01-25,2015.0,1.0
Trumbo,,,,,[18],en,9.51,7.2,882.0,2015-10-27,2015.0,10.0
Pokémon the Movie: Hoopa and the Clash of Ages,,,,,"[12, 16, 28]",ja,9.376,6.1,87.0,2015-12-19,2015.0,12.0
Kung Fu Panda: Secrets of the Scroll,,,,,"[12, 28, 16, 10751, 35]",en,9.366,6.9,91.0,2015-12-15,2015.0,12.0
The Devil's Candy,,,,,[27],en,9.291,6.3,342.0,2017-03-17,2017.0,3.0
The Lady in the Van,,,,,"[35, 18]",en,9.269,6.3,393.0,2015-12-04,2015.0,12.0
Bahubali: The Beginning,,,,,"[28, 18]",te,9.254,7.3,228.0,2015-07-10,2015.0,7.0
Spooks: The Greater Good,,,,,"[53, 28]",en,9.193,5.9,308.0,2015-12-04,2015.0,12.0
Batman vs. Robin,,,,,"[28, 12, 16]",en,9.183,6.9,364.0,2015-04-14,2015.0,4.0
Backcountry,,,,,"[18, 27, 53]",en,9.175,5.8,246.0,2015-03-20,2015.0,3.0
Hot Girls Wanted,,,,,[99],en,9.133,6.0,306.0,2015-05-29,2015.0,5.0
One Wild Moment,,,,,"[35, 18, 10749]",fr,9.105,5.8,624.0,2015-09-04,2015.0,9.0
The Diabolical,,,,,"[27, 878, 53]",en,9.09,4.7,110.0,2015-03-16,2015.0,3.0
Forbidden Empire,,,,,"[53, 12, 9648, 14, 27, 878]",ru,9.071,5.0,100.0,2015-05-22,2015.0,5.0
Batman Unlimited: Monster Mayhem,,,,,"[28, 16, 10751]",en,9.054,5.9,62.0,2015-08-18,2015.0,8.0
Last Shift,,,,,"[27, 53]",en,9.05,5.8,238.0,2015-10-06,2015.0,10.0
Let Us Prey,,,,,"[53, 27]",en,9.0,5.7,144.0,2015-03-25,2015.0,3.0
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,,,,,"[28, 12, 16, 10751]",en,8.965,6.4,45.0,2015-02-10,2015.0,2.0
Home Sweet Hell,,,,,"[18, 35]",en,8.915,5.2,260.0,2015-03-13,2015.0,3.0
Rurouni Kenshin: The Legend Ends,,,,,"[28, 12, 18]",ja,8.902999999999997,7.6,147.0,2015-02-07,2015.0,2.0
He Never Died,,,,,"[53, 27, 18]",en,8.794,6.1,221.0,2015-03-17,2015.0,3.0
Naomi and Ely's No Kiss List,,,,,"[35, 18, 10749]",en,8.794,6.0,762.0,2015-09-18,2015.0,9.0
Cooties,,,,,"[35, 27]",en,8.759,5.5,335.0,2015-09-18,2015.0,9.0
Superfast!,,,,,"[28, 35]",en,8.74,4.7,177.0,2015-04-02,2015.0,4.0
4Got10,,,,,"[37, 28, 53]",en,8.71,4.3,38.0,2015-09-11,2015.0,9.0
X-Rated: The Greatest Adult Movies of All Time,,,,,[99],en,8.703,5.8,67.0,2015-02-06,2015.0,2.0
Grandma,,,,,"[35, 18]",en,8.541,6.4,210.0,2015-09-18,2015.0,9.0
Ratter,,,,,"[18, 27, 53]",en,8.479,5.0,207.0,2015-01-24,2015.0,1.0
3-Headed Shark Attack,,,,,"[878, 28, 27]",en,8.469,3.6,66.0,2015-07-20,2015.0,7.0
Momentum,,,,,"[28, 53]",en,8.402999999999999,5.8,273.0,2015-08-01,2015.0,8.0
The Corpse of Anna Fritz,,,,,"[18, 53]",es,8.317,5.9,97.0,2015-03-15,2015.0,3.0
Our Brand Is Crisis,,,,,"[35, 18]",en,8.304,5.9,306.0,2015-10-30,2015.0,10.0
Meru,,,,,"[12, 99]",en,8.237,7.6,117.0,2015-01-25,2015.0,1.0
Beasts of No Nation,,,,,"[18, 10752]",en,8.216000000000001,7.6,883.0,2015-10-16,2015.0,10.0
Ooops! Noah is Gone...,,,,,"[16, 12, 35, 10751]",en,8.206,5.8,123.0,2015-07-01,2015.0,7.0
Extinction,,,,,"[18, 27, 878]",en,8.164,5.6,308.0,2015-08-07,2015.0,8.0
Absolution,,,,,"[53, 28, 12, 80]",en,8.129,4.7,57.0,2015-05-15,2015.0,5.0
Kung Fury,,,,,"[28, 35, 878, 14]",en,8.059,7.5,1146.0,2015-05-28,2015.0,5.0
Pay the Ghost,,,,,"[53, 14]",en,8.049,5.3,376.0,2015-09-25,2015.0,9.0
Hell House LLC,,,,,"[27, 9648, 53]",en,8.044,6.4,98.0,2015-10-16,2015.0,10.0
Tiger House,,,,,"[28, 80, 18, 53]",en,8.036,5.5,142.0,2015-11-03,2015.0,11.0
Lake Placid vs. Anaconda,,,,,"[28, 27, 10770]",en,8.014,4.4,50.0,2015-04-25,2015.0,4.0
Battle for Sevastopol,,,,,"[18, 10752, 10749]",ru,7.987999999999999,7.4,163.0,2015-04-18,2015.0,4.0
Northmen: A Viking Saga,,,,,[12],en,7.927,5.3,182.0,2015-07-31,2015.0,7.0
4th Man Out,,,,,"[35, 18]",en,7.919,7.0,203.0,2016-02-05,2016.0,2.0
Emelie,,,,,"[27, 53]",en,7.905,5.2,455.0,2016-03-04,2016.0,3.0
X+Y,,,,,[18],en,7.877000000000002,6.7,320.0,2015-09-11,2015.0,9.0
"Hello, My Name Is Doris",,,,,"[35, 18, 10749]",en,7.802,6.4,265.0,2016-03-11,2016.0,3.0
Lego DC Comics Super Heroes: Justice League – Attack of the Legion of Doom!,,,,,"[28, 12, 16, 10751]",en,7.78,6.4,39.0,2015-08-25,2015.0,8.0
Return to Sender,,,,,"[18, 53]",en,7.768,5.2,245.0,2015-05-31,2015.0,5.0
Diablo,,,,,"[28, 12, 53, 37]",en,7.75,4.2,91.0,2016-01-08,2016.0,1.0
Dead Rising: Watchtower,,,,,"[27, 878, 28]",en,7.677,5.0,199.0,2015-03-27,2015.0,3.0
Those People,,,,,"[18, 10749]",en,7.651,6.8,208.0,2015-05-16,2015.0,5.0
Bound to Vengeance,,,,,"[53, 27]",en,7.642,5.9,160.0,2015-06-26,2015.0,6.0
Backtrack,,,,,"[27, 9648, 18, 53]",en,7.631,5.8,217.0,2015-04-18,2015.0,4.0
Sanjay's Super Team,,,,,[16],en,7.622999999999998,6.6,119.0,2015-11-25,2015.0,11.0
Riley's First Date?,,,,,"[16, 10751]",en,7.606,7.1,308.0,2015-11-03,2015.0,11.0
Adult Beginners,,,,,"[18, 35]",en,7.586,5.4,121.0,2015-04-24,2015.0,4.0
Deathgasm,,,,,"[35, 27, 10402]",en,7.58,6.3,301.0,2015-10-02,2015.0,10.0
Phoenix,,,,,[18],de,7.574,6.7,214.0,2015-07-24,2015.0,7.0
Daddy or Mommy,,,,,[35],fr,7.566,6.2,699.0,2015-08-24,2015.0,8.0
We Are Still Here,,,,,[27],en,7.557,5.6,265.0,2015-06-05,2015.0,6.0
Every Thing Will Be Fine,,,,,[18],en,7.528,5.5,127.0,2015-12-04,2015.0,12.0
Kidnapping Mr. Heineken,,,,,"[18, 28, 80, 53, 9648]",en,7.4460000000000015,5.9,310.0,2015-03-26,2015.0,3.0
Results,,,,,[35],en,7.433,5.1,93.0,2015-05-29,2015.0,5.0
Tremors 5: Bloodlines,,,,,"[878, 28, 27]",en,7.4289999999999985,4.9,158.0,2015-10-06,2015.0,10.0
Cut Bank,,,,,[53],en,7.394,5.8,156.0,2015-02-26,2015.0,2.0
Scooby-Doo! Moon Monster Madness,,,,,"[12, 16, 10751]",en,7.382999999999999,6.4,36.0,2015-02-17,2015.0,2.0
Barbie in Rock 'N Royals,,,,,"[16, 10402, 10751]",en,7.369,6.1,73.0,2015-09-08,2015.0,9.0
The Atticus Institute,,,,,[27],en,7.367000000000001,5.6,183.0,2015-01-20,2015.0,1.0
Barbie in Princess Power,,,,,[16],en,7.33,5.3,79.0,2015-03-03,2015.0,3.0
Turbo Kid,,,,,"[28, 12, 35, 878]",en,7.3279999999999985,6.6,377.0,2015-08-28,2015.0,8.0
Victoria,,,,,"[80, 18, 10749, 53]",de,7.307,7.8,618.0,2015-10-09,2015.0,10.0
Final Girl,,,,,"[28, 18, 53]",en,7.294,5.1,361.0,2015-08-14,2015.0,8.0
The Runner,,,,,[18],en,7.2879999999999985,4.7,93.0,2015-08-07,2015.0,8.0
Cymbeline,,,,,[18],en,7.262,3.8,58.0,2015-03-13,2015.0,3.0
Hidden,,,,,"[53, 27]",en,7.2570000000000014,6.5,322.0,2015-09-15,2015.0,9.0
WolfCop,,,,,"[27, 35]",en,7.255,5.1,99.0,2015-02-17,2015.0,2.0
The Adderall Diaries,,,,,"[28, 18, 53]",en,7.207999999999998,5.3,89.0,2016-04-15,2016.0,4.0
7 Days in Hell,,,,,"[10770, 35]",en,7.204,6.5,192.0,2015-07-11,2015.0,7.0
Infini,,,,,"[27, 878, 53]",en,7.183,5.2,217.0,2015-05-08,2015.0,5.0
Riot,,,,,[28],en,7.174,6.0,66.0,2015-09-27,2015.0,9.0
The Survivalist,,,,,"[18, 878, 53]",en,7.1560000000000015,6.2,149.0,2015-04-15,2015.0,4.0
Out of the Dark,,,,,"[53, 27]",en,7.143,4.8,79.0,2015-02-27,2015.0,2.0
The Benefactor,,,,,[18],en,7.1370000000000005,4.8,159.0,2015-04-17,2015.0,4.0
Bad Hair Day,,,,,"[10770, 12, 35]",en,7.115,6.1,100.0,2015-02-13,2015.0,2.0
Cleveland Abduction,,,,,"[18, 80, 10770]",en,7.0310000000000015,6.8,101.0,2015-05-02,2015.0,5.0
6 Years,,,,,"[10749, 18]",en,7.0310000000000015,5.4,530.0,2015-08-18,2015.0,8.0
Deep Web,,,,,[99],en,7.028,6.8,150.0,2015-03-15,2015.0,3.0
Robot Overlords,,,,,"[12, 878, 28]",en,6.975,4.8,160.0,2015-07-03,2015.0,7.0
The Lion Guard: Return of the Roar,,,,,"[10770, 16, 10751]",en,6.9289999999999985,5.9,94.0,2015-11-22,2015.0,11.0
12 Rounds 3: Lockdown,,,,,"[28, 53, 80]",en,6.925,5.0,68.0,2015-09-11,2015.0,9.0
Barbie & Her Sisters in the Great Puppy Adventure,,,,,"[10751, 16, 12]",en,6.908,5.9,54.0,2015-10-27,2015.0,10.0
Alien Outpost,,,,,"[53, 28, 878]",en,6.89,4.7,108.0,2015-01-30,2015.0,1.0
Bravetown,,,,,"[18, 10402]",en,6.88,6.8,185.0,2015-05-08,2015.0,5.0
The Mafia Kills Only in Summer,,,,,"[10749, 35, 80, 18]",it,6.874,7.4,703.0,2015-03-06,2015.0,3.0
GirlHouse,,,,,"[27, 53]",en,6.853,5.3,127.0,2015-02-14,2015.0,2.0
Babysitter's Black Book,,,,,"[18, 10770]",en,6.823,5.7,47.0,2015-02-21,2015.0,2.0
Man Up,,,,,"[10749, 35]",en,6.82,6.6,538.0,2015-11-13,2015.0,11.0
Pressure,,,,,"[18, 53]",en,6.819,5.6,125.0,2015-06-12,2015.0,6.0
Parallels,,,,,[878],en,6.808,6.1,197.0,2015-03-01,2015.0,3.0
Cro Minion,,,,,"[16, 10751]",en,6.8,6.0,39.0,2015-12-08,2015.0,12.0
The Exorcism of Molly Hartley,,,,,[27],en,6.797999999999999,5.1,134.0,2015-10-09,2015.0,10.0
The Sand,,,,,"[27, 878]",en,6.789,4.2,62.0,2015-10-13,2015.0,10.0
White Settlers,,,,,"[9648, 53, 27]",en,6.763,4.7,48.0,2015-09-01,2015.0,9.0
Magical Girl,,,,,"[18, 53]",es,6.7410000000000005,7.5,95.0,2015-01-07,2015.0,1.0
The Spirit of Christmas,,,,,"[10770, 10749, 18]",en,6.711,6.9,133.0,2015-12-19,2015.0,12.0
Advantageous,,,,,"[878, 18]",en,6.702000000000001,6.0,82.0,2015-06-23,2015.0,6.0
Already Tomorrow in Hong Kong,,,,,[10749],en,6.699,6.0,60.0,2016-02-12,2016.0,2.0
Invisible Sister,,,,,"[14, 12, 35]",en,6.6960000000000015,6.2,137.0,2015-10-09,2015.0,10.0
Staten Island Summer,,,,,[35],en,6.692,5.8,138.0,2015-06-30,2015.0,6.0
Gridlocked,,,,,[28],en,6.683,5.6,72.0,2016-06-14,2016.0,6.0
Twinsters,,,,,"[10751, 99]",en,6.682,7.4,103.0,2015-07-17,2015.0,7.0
Female Vampire,,,,,[27],fr,6.6720000000000015,3.8,19.0,2015-10-05,2015.0,10.0
Kajaki,,,,,"[53, 10752, 12, 18]",en,6.653,6.6,140.0,2015-11-13,2015.0,11.0
Power/Rangers,,,,,"[28, 12, 878]",en,6.602,7.2,146.0,2015-02-24,2015.0,2.0
Merry Kissmas,,,,,"[35, 10749, 10770]",en,6.6,6.1,76.0,2015-12-05,2015.0,12.0
I Am Michael,,,,,[18],en,6.5939999999999985,5.9,124.0,2015-01-29,2015.0,1.0
Love at First Fight,,,,,"[35, 10749]",fr,6.589,6.5,255.0,2015-05-22,2015.0,5.0
Seashore,,,,,[18],pt,6.582999999999998,6.1,99.0,2015-06-21,2015.0,6.0
Waffle Street,,,,,"[18, 35]",en,6.579,6.1,69.0,2015-09-24,2015.0,9.0
Some Kind of Hate,,,,,"[27, 14]",en,6.557,4.6,67.0,2015-05-02,2015.0,5.0
Moonwalkers,,,,,[35],en,6.535,6.2,171.0,2015-03-14,2015.0,3.0
Burying the Ex,,,,,"[35, 27]",en,6.524,5.4,224.0,2015-06-19,2015.0,6.0
The Hoarder,,,,,"[53, 27]",en,6.518,4.5,87.0,2015-05-21,2015.0,5.0
Ronaldo,,,,,"[36, 99]",en,6.4910000000000005,6.5,163.0,2015-11-09,2015.0,11.0
Harbinger Down,,,,,"[878, 27]",en,6.484,4.5,91.0,2015-08-07,2015.0,8.0
"10,000 Saints",,,,,"[35, 18, 10402]",en,6.474,5.9,95.0,2015-08-14,2015.0,8.0
Scared Topless,,,,,"[35, 27, 9648, 10749]",en,6.449,4.4,10.0,2015-10-01,2015.0,10.0
A Girl Like Her,,,,,[18],en,6.417999999999998,7.3,164.0,2015-03-27,2015.0,3.0
Tales of Halloween,,,,,[27],en,6.405,5.3,206.0,2015-10-16,2015.0,10.0
Cobain: Montage of Heck,,,,,"[99, 10402]",en,6.403,7.7,406.0,2015-04-24,2015.0,4.0
Taylor Swift: The 1989 World Tour - Live,,,,,"[99, 10402]",en,6.4,8.4,55.0,2015-12-20,2015.0,12.0
Scooby-Doo! and Kiss: Rock and Roll Mystery,,,,,"[10751, 16, 35]",en,6.3820000000000014,7.0,41.0,2015-07-10,2015.0,7.0
The Marine 4: Moving Target,,,,,"[28, 53]",en,6.377999999999999,6.1,88.0,2015-04-10,2015.0,4.0
Bloodsucking Bastards,,,,,"[35, 27]",en,6.376,5.5,89.0,2015-09-04,2015.0,9.0
The True Cost,,,,,[99],en,6.358,7.9,130.0,2015-05-29,2015.0,5.0
Monsters: Dark Continent,,,,,"[53, 18, 878]",en,6.353,4.4,140.0,2015-04-02,2015.0,4.0
Boy & the World,,,,,"[16, 12, 10751, 878]",pt,6.352,7.3,114.0,2015-12-11,2015.0,12.0
Life on the Line,,,,,"[28, 18]",en,6.329,5.6,86.0,2015-11-05,2015.0,11.0
To Write Love on Her Arms,,,,,"[18, 10402]",en,6.3279999999999985,6.8,66.0,2015-03-13,2015.0,3.0
The Condemned 2,,,,,[28],en,6.318,4.1,51.0,2015-11-06,2015.0,11.0
"What Happened, Miss Simone?",,,,,"[99, 10402]",en,6.313,7.6,173.0,2015-01-22,2015.0,1.0
The Clan,,,,,"[18, 36, 80, 53]",es,6.313,6.5,204.0,2015-10-24,2015.0,10.0
World of Tomorrow,,,,,"[16, 35, 878, 18]",en,6.294,8.0,163.0,2015-03-05,2015.0,3.0
Attack on Titan,,,,,"[27, 14, 18, 28, 878]",ja,6.275,5.2,263.0,2015-09-30,2015.0,9.0
Comedy Central Roast of Justin Bieber,,,,,[35],en,6.256,6.9,74.0,2015-03-30,2015.0,3.0
Preggoland,,,,,"[35, 18]",en,6.247999999999998,5.4,12.0,2015-05-08,2015.0,5.0
Batman Unlimited: Animal Instincts,,,,,"[28, 16, 10751]",en,6.244,5.3,80.0,2015-05-12,2015.0,5.0
Her Infidelity,,,,,[53],en,6.218,4.1,15.0,2016-02-25,2016.0,2.0
Louis C.K.: Live at The Comedy Store,,,,,"[35, 99]",en,6.2170000000000005,7.5,91.0,2015-01-27,2015.0,1.0
Hell & Back,,,,,"[14, 35, 16]",en,6.216,5.1,116.0,2015-10-02,2015.0,10.0
Black Souls,,,,,"[80, 18]",it,6.174,6.6,87.0,2015-03-09,2015.0,3.0
War Pigs,,,,,"[10752, 28]",en,6.174,4.9,62.0,2015-09-18,2015.0,9.0
Baby,,,,,"[28, 53]",hi,6.17,6.6,78.0,2015-01-23,2015.0,1.0
Curve,,,,,"[27, 53]",en,6.162000000000001,5.4,164.0,2015-10-14,2015.0,10.0
See You In Valhalla,,,,,"[18, 35]",en,6.157,5.6,40.0,2015-04-24,2015.0,4.0
Karbala,,,,,"[10752, 18]",pl,6.157,5.1,18.0,2015-09-08,2015.0,9.0
A Christmas Horror Story,,,,,"[27, 14]",en,6.155,5.6,151.0,2015-10-02,2015.0,10.0
One Small Hitch,,,,,"[10749, 35]",en,6.149,6.6,72.0,2015-02-06,2015.0,2.0
Mythica: The Darkspore,,,,,"[28, 12, 14]",en,6.0920000000000005,5.9,67.0,2015-06-24,2015.0,6.0
Talvar,,,,,"[53, 18, 9648]",hi,6.09,7.5,66.0,2015-10-02,2015.0,10.0
How Sarah Got Her Wings,,,,,[],en,6.082000000000002,6.0,55.0,2015-12-06,2015.0,12.0
They Look Like People,,,,,"[18, 27, 9648]",en,6.0760000000000005,6.1,99.0,2016-02-26,2016.0,2.0
Crown for Christmas,,,,,"[10749, 10770, 35]",en,6.046,6.4,61.0,2015-11-27,2015.0,11.0
Zhongkui: Snow Girl and the Dark Crystal,,,,,"[28, 14, 10749]",zh,6.023,5.0,23.0,2015-08-08,2015.0,8.0
Avengers Grimm,,,,,"[28, 14]",en,6.021,3.8,54.0,2015-03-17,2015.0,3.0
Racing Extinction,,,,,"[12, 99]",en,5.997999999999998,8.0,80.0,2015-01-24,2015.0,1.0
Borrowed Time,,,,,"[16, 18, 37]",en,5.973,7.5,100.0,2015-10-31,2015.0,10.0
San Andreas Quake,,,,,"[28, 878, 10770]",en,5.965,3.5,105.0,2015-05-19,2015.0,5.0
Northpole: Open for Christmas,,,,,"[10751, 14, 10770]",en,5.94,5.8,50.0,2015-11-21,2015.0,11.0
Uncanny,,,,,"[878, 53]",en,5.933,6.2,84.0,2015-01-31,2015.0,1.0
Ava's Possessions,,,,,"[9648, 53, 27, 878]",en,5.9289999999999985,5.8,64.0,2015-03-16,2015.0,3.0
The Nightmare,,,,,"[27, 99]",en,5.925,5.7,165.0,2015-06-05,2015.0,6.0
Mythica: The Necromancer,,,,,"[14, 28, 12]",en,5.892,6.2,46.0,2015-12-19,2015.0,12.0
I'll See You in My Dreams,,,,,"[18, 35]",en,5.8870000000000005,6.3,77.0,2015-05-15,2015.0,5.0
Hellions,,,,,[27],en,5.8870000000000005,3.9,95.0,2015-01-25,2015.0,1.0
Bound,,,,,"[53, 18]",en,5.882999999999999,3.5,42.0,2015-01-09,2015.0,1.0
The Rewrite,,,,,"[10749, 35]",en,5.879,6.0,323.0,2015-02-13,2015.0,2.0
Hangman,,,,,"[27, 53]",en,5.872000000000001,4.5,62.0,2015-03-14,2015.0,3.0
Parasyte: Part 2,,,,,"[878, 27]",ja,5.871,6.3,41.0,2015-04-25,2015.0,4.0
Steve Jobs: The Man in the Machine,,,,,[99],en,5.869,6.5,169.0,2015-09-04,2015.0,9.0
John Mulaney: The Comeback Kid,,,,,[35],en,5.865,7.7,100.0,2015-11-13,2015.0,11.0
A Christmas Detour,,,,,"[35, 10749, 10770]",en,5.851,6.3,62.0,2015-12-01,2015.0,12.0
Regular Show: The Movie,,,,,"[16, 35, 878, 10770]",en,5.8439999999999985,7.4,63.0,2015-09-01,2015.0,9.0
Last Days in the Desert,,,,,"[12, 18, 36]",en,5.835,5.1,65.0,2016-05-13,2016.0,5.0
Ithaca,,,,,[18],en,5.811,5.6,50.0,2015-10-29,2015.0,10.0
Altar,,,,,"[9648, 27]",en,5.779,4.9,66.0,2015-02-17,2015.0,2.0
Visions,,,,,"[53, 27]",en,5.768,5.2,219.0,2015-10-27,2015.0,10.0
Suburban Gothic,,,,,"[27, 35]",en,5.756,5.5,58.0,2015-01-29,2015.0,1.0
Don Verdean,,,,,[35],en,5.755,4.5,64.0,2015-12-11,2015.0,12.0
Drishyam,,,,,"[80, 18, 53]",hi,5.754,7.9,126.0,2015-07-31,2015.0,7.0
My All American,,,,,[18],en,5.752999999999999,7.1,63.0,2015-11-13,2015.0,11.0
The Intruders,,,,,[53],en,5.75,5.2,70.0,2015-02-24,2015.0,2.0
Smosh: The Movie,,,,,"[35, 28, 12]",en,5.742000000000001,4.8,128.0,2015-07-24,2015.0,7.0
Lavalantula,,,,,"[27, 878, 53]",en,5.7360000000000015,4.9,58.0,2015-07-25,2015.0,7.0
Human,,,,,[99],fr,5.734,8.6,155.0,2015-09-11,2015.0,9.0
Competition,,,,,"[16, 10751]",en,5.723,6.1,48.0,2015-12-08,2015.0,12.0
The Dawns Here Are Quiet,,,,,"[18, 10752]",ru,5.721,7.0,25.0,2015-05-22,2015.0,5.0
